x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,x21,y21,z21,x22,y22,z22,x23,y23,z23,x24,y24,z24,x25,y25,z25,x26,y26,z26,x27,y27,z27,x28,y28,z28,x29,y29,z29,x30,y30,z30,x31,y31,z31,x32,y32,z32,x33,y33,z33,x34,y34,z34,x35,y35,z35,x36,y36,z36,x37,y37,z37,x38,y38,z38,x39,y39,z39,x40,y40,z40,x41,y41,z41,label
0.6943677067756653,0.8890358209609985,4.3344334699213505e-07,0.6227999329566956,0.825434684753418,-0.025473417714238167,0.5777009725570679,0.7222650647163391,-0.03426333889365196,0.5575956106185913,0.6299965381622314,-0.04167136922478676,0.5271341800689697,0.5694971084594727,-0.04849645495414734,0.6315827965736389,0.6169922947883606,-0.01158524863421917,0.6205378770828247,0.5029544234275818,-0.03148341178894043,0.6167786717414856,0.4356801509857178,-0.049221575260162354,0.6159365773200989,0.37508299946784973,-0.0623457133769989,0.6782594919204712,0.6111529469490051,-0.01525369007140398,0.6773360371589661,0.48453760147094727,-0.03026185743510723,0.6803558468818665,0.4066552221775055,-0.045504339039325714,0.6835087537765503,0.34098896384239197,-0.05711070075631142,0.7216709852218628,0.6273592710494995,-0.023822184652090073,0.721086859703064,0.5114443302154541,-0.040373627096414566,0.7205889225006104,0.43859732151031494,-0.05211429297924042,0.7188749313354492,0.3756232261657715,-0.0608234629034996,0.7657588720321655,0.659321129322052,-0.035439640283584595,0.7746012210845947,0.5736514329910278,-0.04998832195997238,0.7771384716033936,0.5167234539985657,-0.05547688901424408,0.7779274582862854,0.46413931250572205,-0.05949342995882034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
0.6910143494606018,0.8898559212684631,4.3319289488863433e-07,0.6207363605499268,0.8242654800415039,-0.024550285190343857,0.5773871541023254,0.7198507785797119,-0.0338510237634182,0.5571590662002563,0.6291700601577759,-0.0420270599424839,0.5267848372459412,0.5694200396537781,-0.04990401864051819,0.6300771832466125,0.6149948835372925,-0.013114566914737225,0.6199452877044678,0.5009410977363586,-0.034151893109083176,0.6169207096099854,0.4334031939506531,-0.05249419063329697,0.6169013977050781,0.3732742667198181,-0.0659160241484642,0.6772746443748474,0.610264241695404,-0.018005184829235077,0.6767978668212891,0.48310577869415283,-0.034565821290016174,0.6794129014015198,0.40477579832077026,-0.05086718127131462,0.6815683245658875,0.3389417231082916,-0.06298419833183289,0.7212214469909668,0.6272816061973572,-0.027553213760256767,0.7218964695930481,0.5097588300704956,-0.045520756393671036,0.7211591005325317,0.43636804819107056,-0.05808962509036064,0.7185149788856506,0.37302008271217346,-0.06718455255031586,0.7650885581970215,0.6603943109512329,-0.03992745280265808,0.7744511365890503,0.5735833048820496,-0.05584210902452469,0.7769374847412109,0.5157506465911865,-0.0620071180164814,0.7770060300827026,0.46258223056793213,-0.06632328033447266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
0.6918964982032776,0.8893422484397888,4.0799142198011396e-07,0.6211174726486206,0.823409914970398,-0.024431422352790833,0.5778250694274902,0.7207270264625549,-0.03374003991484642,0.5585018396377563,0.6292148232460022,-0.04210187494754791,0.5289621949195862,0.5678938031196594,-0.050050489604473114,0.6312320828437805,0.6158078908920288,-0.01185672264546156,0.6212151646614075,0.5015369653701782,-0.032972000539302826,0.6175463199615479,0.4333180785179138,-0.05137623846530914,0.6168854832649231,0.37259525060653687,-0.06485017389059067,0.6782386302947998,0.6110053062438965,-0.016826730221509933,0.6772862672805786,0.4846265912055969,-0.033547963947057724,0.679861843585968,0.4068998694419861,-0.04953507333993912,0.6822812557220459,0.3415986895561218,-0.061365220695734024,0.7219066619873047,0.6281563639640808,-0.026632921770215034,0.7221125960350037,0.5111124515533447,-0.04482969269156456,0.721527099609375,0.437963604927063,-0.05682411417365074,0.7191522121429443,0.3749381899833679,-0.06535086035728455,0.7662683129310608,0.6615878343582153,-0.03934212401509285,0.7750429511070251,0.5742272138595581,-0.05535249039530754,0.7767317891120911,0.51615971326828,-0.061262547969818115,0.7758883237838745,0.46271073818206787,-0.06527087837457657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
0.6923777461051941,0.8893812894821167,4.2602121652635105e-07,0.622252345085144,0.8244236707687378,-0.025350941345095634,0.5777695178985596,0.7209208011627197,-0.03479912504553795,0.5575659871101379,0.6294882297515869,-0.04301294684410095,0.5281475782394409,0.5681214928627014,-0.05065314099192619,0.6304258704185486,0.6160165071487427,-0.01290403213351965,0.6195950508117676,0.5014087557792664,-0.0338185578584671,0.6160263419151306,0.4335576295852661,-0.051979780197143555,0.6154552102088928,0.37312719225883484,-0.06523122638463974,0.6776652336120605,0.6104303598403931,-0.017129696905612946,0.6766606569290161,0.48435887694358826,-0.03323632478713989,0.6794912815093994,0.4063291549682617,-0.04888474568724632,0.6823331713676453,0.34017738699913025,-0.06056108698248863,0.7217142581939697,0.6265363097190857,-0.02617405541241169,0.721272885799408,0.5099087953567505,-0.043534956872463226,0.7205761671066284,0.4371027946472168,-0.05508850887417793,0.718421220779419,0.37391382455825806,-0.06349292397499084,0.7661585807800293,0.6588377952575684,-0.03822062909603119,0.7748773097991943,0.5729624629020691,-0.05334851145744324,0.7773454785346985,0.5157220363616943,-0.05866074934601784,0.7777404189109802,0.4630430340766907,-0.06232829391956329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
0.6914635300636292,0.8904063701629639,4.16293801208667e-07,0.6209307909011841,0.8267523050308228,-0.025074215605854988,0.5760261416435242,0.7234980463981628,-0.03427930921316147,0.5561397075653076,0.6318437457084656,-0.04219463840126991,0.5267043113708496,0.5705327391624451,-0.049492303282022476,0.6289981603622437,0.6167952418327332,-0.012008094228804111,0.6172753572463989,0.5027934908866882,-0.0322205014526844,0.6130099296569824,0.43569353222846985,-0.050022002309560776,0.6118732690811157,0.37601223587989807,-0.06299472600221634,0.6762295961380005,0.6112870573997498,-0.016062166541814804,0.6744206547737122,0.48473191261291504,-0.031015684828162193,0.676598846912384,0.4072519838809967,-0.04593382030725479,0.6789622902870178,0.3427914083003998,-0.05720830336213112,0.7199779748916626,0.6274505257606506,-0.02493249997496605,0.7194420695304871,0.5113965272903442,-0.04092592000961304,0.718989372253418,0.43881046772003174,-0.051691263914108276,0.7172514796257019,0.3767944276332855,-0.05976272001862526,0.7642003297805786,0.6592295169830322,-0.036863021552562714,0.772294282913208,0.5730453729629517,-0.05083322897553444,0.7743120193481445,0.5157538652420044,-0.055467523634433746,0.7744492888450623,0.4635462462902069,-0.058771777898073196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
0.7005724906921387,0.8985555171966553,2.2536730170941155e-07,0.62605220079422,0.8496394157409668,-0.026192838326096535,0.5634363889694214,0.7601420879364014,-0.035648196935653687,0.5231853723526001,0.6808053851127625,-0.04414783790707588,0.4856643080711365,0.6289116144180298,-0.05106131732463837,0.5963180065155029,0.6407579779624939,-0.0027535543777048588,0.5628566741943359,0.5348332524299622,-0.0213644877076149,0.5474886894226074,0.47118210792541504,-0.039323609322309494,0.537449836730957,0.4172065854072571,-0.052473243325948715,0.6383823752403259,0.6212875247001648,-0.004405713174492121,0.6129074096679688,0.506537139415741,-0.018785977736115456,0.6001366972923279,0.43635857105255127,-0.03331026807427406,0.5903664231300354,0.37889939546585083,-0.043913584202528,0.6814129948616028,0.6232799291610718,-0.011763237416744232,0.6580530405044556,0.5179165601730347,-0.026126431301236153,0.6433902382850647,0.45367053151130676,-0.03564703091979027,0.6303672194480896,0.4018093943595886,-0.04230564460158348,0.7295061349868774,0.642112672328949,-0.022742576897144318,0.7197704315185547,0.5615096688270569,-0.03405612334609032,0.7097066044807434,0.5093961954116821,-0.038052935153245926,0.70060795545578,0.46332377195358276,-0.040660660713911057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
0.7054820656776428,0.8945586085319519,2.3418994032908813e-07,0.6292423009872437,0.8727834820747375,-0.03277973830699921,0.5534870624542236,0.8059936761856079,-0.04462582617998123,0.4966161251068115,0.7388774752616882,-0.05464924871921539,0.44466161727905273,0.7046661376953125,-0.06268472224473953,0.553698718547821,0.6769606471061707,-0.0050306180492043495,0.5000379681587219,0.583493173122406,-0.02363501861691475,0.47205162048339844,0.5289074182510376,-0.04217788949608803,0.45030444860458374,0.4793393611907959,-0.056397490203380585,0.5905101299285889,0.6434230804443359,-0.003242518287152052,0.5380353927612305,0.5412244200706482,-0.018387446179986,0.5094103813171387,0.4796431064605713,-0.034525807946920395,0.484485387802124,0.4271608591079712,-0.04683022201061249,0.6337613463401794,0.6312083005905151,-0.007830050773918629,0.5887500047683716,0.533955454826355,-0.02314617671072483,0.5608538389205933,0.47891831398010254,-0.03444639965891838,0.5344763994216919,0.43585941195487976,-0.04247352480888367,0.6859521865844727,0.6323801279067993,-0.016598500311374664,0.6559016704559326,0.5568199157714844,-0.02877381630241871,0.6325330138206482,0.5127353668212891,-0.03461979702115059,0.6105991005897522,0.474534809589386,-0.038760051131248474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
0.7112317085266113,0.8889884948730469,3.640502654889133e-07,0.6306838393211365,0.8752080202102661,-0.03476253151893616,0.5526600480079651,0.8113656044006348,-0.04457670822739601,0.496346652507782,0.743026614189148,-0.05146350711584091,0.44396209716796875,0.7078761458396912,-0.05588274076581001,0.5529272556304932,0.680994987487793,-0.004698037635535002,0.4951396584510803,0.5921317338943481,-0.022937465459108353,0.46497055888175964,0.5388730764389038,-0.041142020374536514,0.441219687461853,0.4881240129470825,-0.054534971714019775,0.5902491807937622,0.6439998745918274,-0.0018735042540356517,0.5350530743598938,0.5438350439071655,-0.014784936793148518,0.5038997530937195,0.481362521648407,-0.03017321601510048,0.4777584671974182,0.4274301528930664,-0.04174342751502991,0.6333152651786804,0.628909707069397,-0.005558216478675604,0.5857733488082886,0.5320495963096619,-0.019307531416416168,0.5564772486686707,0.47659918665885925,-0.028365466743707657,0.5301750302314758,0.43074896931648254,-0.03484860807657242,0.6838840842247009,0.6275456547737122,-0.013683328405022621,0.6522989273071289,0.5543458461761475,-0.02446366287767887,0.6286651492118835,0.5099303126335144,-0.027538366615772247,0.6072230935096741,0.4698646068572998,-0.029503703117370605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
0.7118805050849915,0.8881121277809143,3.833626465166162e-07,0.6305299997329712,0.8743020296096802,-0.03352808207273483,0.5523583889007568,0.8107543587684631,-0.04340815544128418,0.49625784158706665,0.7420221567153931,-0.050505995750427246,0.4440179169178009,0.7054311037063599,-0.05520118027925491,0.5523260235786438,0.6821480393409729,-0.0064050741493701935,0.49534088373184204,0.5911223888397217,-0.025534536689519882,0.4650418162345886,0.5367127656936646,-0.043804533779621124,0.4408264756202698,0.48610666394233704,-0.057011861354112625,0.589424729347229,0.6446748375892639,-0.004298027604818344,0.5339969992637634,0.5430750846862793,-0.017632488161325455,0.5029332041740417,0.47987836599349976,-0.032442085444927216,0.4771853983402252,0.4269682765007019,-0.04346990957856178,0.6326101422309875,0.6290436387062073,-0.008468635380268097,0.5840463042259216,0.5317074656486511,-0.02220752276480198,0.5551000237464905,0.4756922721862793,-0.030274705961346626,0.5293830633163452,0.43039512634277344,-0.036069467663764954,0.6837216019630432,0.6265678405761719,-0.016969861462712288,0.6509137153625488,0.5532212257385254,-0.02788364142179489,0.6267530918121338,0.5090839266777039,-0.030443239957094193,0.6045634746551514,0.4705311059951782,-0.03190573304891586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
0.6698887348175049,0.9243564009666443,4.08794079476138e-07,0.595156192779541,0.8636596202850342,-0.01796017959713936,0.5395376682281494,0.7622135877609253,-0.023038674145936966,0.5105518102645874,0.6775168180465698,-0.02815842442214489,0.486499160528183,0.6197293400764465,-0.033515989780426025,0.5818830132484436,0.6454113721847534,-0.006617568898946047,0.5634307861328125,0.5361281037330627,-0.025219937786459923,0.5568946003913879,0.4752785563468933,-0.042700983583927155,0.5537540316581726,0.4215952157974243,-0.0557808093726635,0.6281260848045349,0.6358560919761658,-0.014081013388931751,0.6112818121910095,0.5130962133407593,-0.026552779600024223,0.6030729413032532,0.44302132725715637,-0.04129742830991745,0.5973218679428101,0.38552170991897583,-0.053146857768297195,0.6742395162582397,0.6475657820701599,-0.025417761877179146,0.6611400842666626,0.5293124914169312,-0.040475279092788696,0.6523904800415039,0.4607352316379547,-0.048207808285951614,0.6429175138473511,0.40476688742637634,-0.05458869785070419,0.7233462929725647,0.6751523613929749,-0.03912800922989845,0.724647045135498,0.589479386806488,-0.052612852305173874,0.7213324904441833,0.5308060646057129,-0.05419396236538887,0.7155282497406006,0.4792434275150299,-0.05547656491398811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,hello
